************************************************ 
* artmuse patient study 
* date/time: 
* seed: 209757.8552 
* subject #: 733 
* subject name: S1 
************************************************ 
 
trial	stimOnsetTime	exptCond	stimNum	cue	probe	valid	resp	corResp	Acc	RT	e_VArtH		e_VArtFA	e_VRoomH	e_VRoomFA	e_IVArtH	e_IVArtFA	e_IVRoomH	e_IVRoomFA	c_VArtH	c_VArtFA	c_VRoomH	c_VRoomFA	c_IVArtH	c_IVArtFA	c_IVRoomH	c_IVRoomFA 
1	1.999		0		32	2	1	0	0	0	1	0.739	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		NaN		 
2	9.782		0		58	2	2	1	0	0	1	0.978	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		0.00		NaN		NaN		 
3	17.816		1		21	2	1	0	0	1	0	0.812	NaN		NaN		NaN		NaN		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		0.00		NaN		NaN		 
4	25.682		0		65	2	1	0	1	0	0	1.553	NaN		NaN		NaN		NaN		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		0.50		NaN		NaN		 
5	34.282		1		5	2	2	1	0	0	1	0.732	NaN		NaN		NaN		0.00		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		0.50		NaN		NaN		 
6	42.065		1		9	2	2	1	0	0	1	0.795	NaN		NaN		NaN		0.00		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		NaN		0.50		NaN		NaN		 
7	49.915		0		78	2	1	0	1	1	1	1.708	NaN		NaN		NaN		0.00		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
8	58.665		1		45	2	2	1	0	0	1	0.493	NaN		NaN		NaN		0.00		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
9	66.198		1		17	2	2	1	1	1	1	0.954	NaN		NaN		1.00		0.00		0.00		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
10	74.198		1		61	2	1	0	1	1	1	1.558	NaN		NaN		1.00		0.00		0.50		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
11	96.730		1		79	1	1	1	1	1	1	0.736	1.00		NaN		1.00		0.00		0.50		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
12	104.514		1		8	1	1	1	1	0	0	1.653	1.00		1.00		1.00		0.00		0.50		NaN		NaN		NaN		NaN		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
13	113.214		0		74	1	1	1	0	1	0	1.206	1.00		1.00		1.00		0.00		0.50		NaN		NaN		NaN		0.00		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
14	121.463		1		52	1	1	1	1	1	1	0.448	1.00		1.00		1.00		0.00		0.50		NaN		NaN		NaN		0.00		NaN		NaN		0.00		1.00		0.50		NaN		NaN		 
15	128.963		0		37	1	2	0	1	1	1	0.587	1.00		1.00		1.00		0.00		0.50		NaN		NaN		NaN		0.00		NaN		NaN		0.00		1.00		0.50		1.00		NaN		 
16	136.597		1		49	1	2	0	0	0	1	1.063	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		NaN		NaN		0.00		1.00		0.50		1.00		NaN		 
17	144.713		0		53	1	1	1	0	0	1	3.236	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.00		NaN		0.00		1.00		0.50		1.00		NaN		 
18	154.996		0		48	1	1	1	1	0	0	1.463	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.50		NaN		0.00		1.00		0.50		1.00		NaN		 
19	163.513		1		1	1	1	1	1	0	0	1.455	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.50		NaN		0.00		1.00		0.50		1.00		NaN		 
20	172.012		0		15	1	1	1	1	0	0	0.454	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.00		1.00		0.50		1.00		NaN		 
21	190.095		1		19	2	2	1	1	1	1	0.929	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.00		1.00		0.50		1.00		NaN		 
22	198.078		1		12	2	2	1	1	1	1	0.631	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.00		1.00		0.50		1.00		NaN		 
23	205.762		1		67	2	2	1	0	0	1	0.501	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.00		1.00		0.50		1.00		NaN		 
24	213.311		1		29	2	2	1	0	0	1	0.495	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.00		1.00		0.50		1.00		NaN		 
25	220.862		0		34	2	2	1	1	0	0	1.082	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.50		1.00		0.50		1.00		NaN		 
26	228.994		1		38	2	2	1	1	1	1	0.586	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		NaN		0.50		1.00		0.50		1.00		NaN		 
27	236.628		0		18	2	2	1	1	1	1	0.525	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.50		1.00		0.50		1.00		NaN		 
28	244.195		1		35	2	2	1	0	0	1	0.434	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.50		1.00		0.50		1.00		NaN		 
29	251.678		0		69	2	2	1	0	0	1	0.424	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
30	259.144		0		42	2	2	1	1	1	1	0.879	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
31	273.377		1		57	1	1	1	1	1	1	0.367	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
32	280.794		1		13	1	1	1	1	0	0	0.396	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.00		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
33	288.244		0		75	1	1	1	1	1	1	0.393	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
34	295.694		1		22	1	1	1	1	1	1	0.440	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
35	303.177		0		26	1	2	0	1	1	1	1.127	1.00		1.00		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
36	311.344		1		77	1	1	1	0	0	1	1.229	1.00		0.75		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
37	319.626		1		40	1	1	1	1	1	1	0.431	1.00		0.75		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		NaN		 
38	327.110		0		62	1	2	0	0	0	1	1.029	1.00		0.75		1.00		0.00		0.50		NaN		NaN		0.00		0.50		0.67		1.00		0.33		1.00		0.50		1.00		0.00		 
